Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,129203,,,,129203,,1787174,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,10246855,,,,10246855,,9962742,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,281500,,,,281500,,1911573,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,4399062,,,,4399062,,14765083,,,0
H1,1999,1999,1999,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,2726375,,,,2726375,,5282399,,,0
H1,1999,1999,1999,6,1,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,48601,,,,48601,,189270,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,511,,,,511,,1342,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,8269417,,,,8269417,,5363514,,,0
H1,1999,1999,1999,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,347937,,,,347937,,2215916,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,3860500,,,,3860500,,6611882,,,0
